NombreMunicipio,CodigoMunicipio,Ubicación,NombreRegion,CodigoRegion,Anio,CausaMortalidad,TipoPoblacionObjetivo,NumeroPoblacionObjetivo,NumeroCasos
Betania,05091,POINT (-75.976261 5.745292),SUROESTE,8,2014,Suicidios,Poblacion total,10632,0
Betulia,05093,POINT (-75.984594 6.113454),SUROESTE,8,2014,Suicidios,Poblacion total,15443,1
Briceño,05107,POINT (-75.551532 7.110465),NORTE,5,2014,Suicidios,Poblacion total,8135,0
Buriticá,05113,POINT (-75.907102 6.719872),OCCIDENTE,6,2014,Suicidios,Poblacion total,9034,2
Cáceres,05120,POINT (-75.347874 7.582281),BAJO CAUCA,2,2014,Suicidios,Poblacion total,27503,1
Caicedo,05125,POINT (-75.982545 6.406072),OCCIDENTE,6,2014,Suicidios,Poblacion total,8100,0
Caldas,05129,POINT (-75.635534 6.09199),VALLE DE ABURRA,1,2014,Suicidios,Poblacion total,74529,3
Campamento,05134,POINT (-75.29634 6.979113),NORTE,5,2014,Suicidios,Poblacion total,9321,3
Cañasgordas,05138,POINT (-76.025603 6.749957),OCCIDENTE,6,2014,Suicidios,Poblacion total,15909,0
Caracolí,05142,POINT (-74.756712 6.410876),MAGDALENA MEDIO,3,2014,Suicidios,Poblacion total,4776,0
Caramanta,05145,POINT (-75.644483 5.548681),SUROESTE,8,2014,Suicidios,Poblacion total,5127,0
Carepa,05147,POINT (-76.655568 7.755937),URABA,9,2014,Suicidios,Poblacion total,43369,3
Carolina,05150,POINT (-75.281494 6.723626),NORTE,5,2014,Suicidios,Poblacion total,3930,1
Caucasia,05154,POINT (-75.197397 7.989436),BAJO CAUCA,2,2014,Suicidios,Poblacion total,83472,3
Chigorodó,05172,POINT (-76.685044 7.672652),URABA,9,2014,Suicidios,Poblacion total,52877,0
Cisneros,05190,POINT (-75.087684 6.538526),NORDESTE,4,2014,Suicidios,Poblacion total,9618,0
Ciudad Bolívar,05101,POINT (-76.020994 5.850015),SUROESTE,8,2014,Suicidios,Poblacion total,26185,1
Cocorná,05197,POINT (-75.185273 6.057769),ORIENTE,7,2014,Suicidios,Poblacion total,16434,0
Concepción,05206,POINT (-75.259425 6.394975),ORIENTE,7,2014,Suicidios,Poblacion total,4919,1
Concordia,05209,POINT (-75.907256 6.046154),SUROESTE,8,2014,Suicidios,Poblacion total,21184,0
Copacabana,05212,POINT (-75.508181 6.346097),VALLE DE ABURRA,1,2014,Suicidios,Poblacion total,72801,3
Dabeiba,05234,POINT (-76.266682 7.001567),OCCIDENTE,6,2014,Suicidios,Poblacion total,22570,1
Donmatías,05237,POINT (-75.394608 6.486305),NORTE,5,2014,Suicidios,Poblacion total,17916,0
Ebéjico,05240,POINT (-75.768514 6.326468),OCCIDENTE,6,2014,Suicidios,Poblacion total,12461,1
El Bagre,05250,POINT (-74.812977 7.60005),BAJO CAUCA,2,2014,Suicidios,Poblacion total,47561,0
El Carmen de Viboral,05148,POINT (-75.335351 6.083283),ORIENTE,7,2014,Suicidios,Poblacion total,55464,3
El Peñol,05541,POINT (-75.161743 6.234274),ORIENTE,7,2014,Suicidios,Poblacion total,20002,3
El Retiro,05607,POINT (-75.502683 6.057336),ORIENTE,7,2014,Suicidios,Poblacion total,21833,0
El Santuario,05697,POINT (-75.265676 6.139528),ORIENTE,7,2014,Suicidios,Poblacion total,33707,1
Entrerríos,05264,POINT (-75.517037 6.567385),NORTE,5,2014,Suicidios,Poblacion total,10465,3
Envigado,05266,POINT (-75.587333 6.16996),VALLE DE ABURRA,1,2014,Suicidios,Poblacion total,210592,9
Fredonia,05282,POINT (-75.671749 5.927145),SUROESTE,8,2014,Suicidios,Poblacion total,24113,0
Frontino,05284,POINT (-76.128568 6.77975),OCCIDENTE,6,2014,Suicidios,Poblacion total,21147,1
Giraldo,05306,POINT (-75.953365 6.680421),OCCIDENTE,6,2014,Suicidios,Poblacion total,5326,0
Girardota,05308,POINT (-75.446101 6.377536),VALLE DE ABURRA,1,2014,Suicidios,Poblacion total,47977,4
Gómez Plata,05310,POINT (-75.219375 6.681523),NORTE,5,2014,Suicidios,Poblacion total,9696,0
Granada,05313,POINT (-75.18443 6.14432),ORIENTE,7,2014,Suicidios,Poblacion total,11225,1
Guadalupe,05315,POINT (-75.240458 6.814987),NORTE,5,2014,Suicidios,Poblacion total,6480,0
Guarne,05318,POINT (-75.442619 6.279958),ORIENTE,7,2014,Suicidios,Poblacion total,50992,3
Guatapé,05321,POINT (-75.161723 6.234276),ORIENTE,7,2014,Suicidios,Poblacion total,7807,1
Heliconia,05347,POINT (-75.733349 6.207128),OCCIDENTE,6,2014,Suicidios,Poblacion total,5710,0
Hispania,05353,POINT (-75.907416 5.799621),SUROESTE,8,2014,Suicidios,Poblacion total,5374,1
Itagüí,05360,POINT (-75.609585 6.172619),VALLE DE ABURRA,1,2014,Suicidios,Poblacion total,257978,7
Ituango,05361,POINT (-75.764081 7.172568),NORTE,5,2014,Suicidios,Poblacion total,26433,2
Jardín,05364,POINT (-75.819483 5.599097),SUROESTE,8,2014,Suicidios,Poblacion total,14187,1
Jericó,05368,POINT (-75.786118 5.791557),SUROESTE,8,2014,Suicidios,Poblacion total,13783,0
La Ceja,05376,POINT (-75.431681 6.030682),ORIENTE,7,2014,Suicidios,Poblacion total,60018,7
La Estrella,05380,POINT (-75.643382 6.157644),VALLE DE ABURRA,1,2014,Suicidios,Poblacion total,66035,5
La Pintada,05390,POINT (-75.606525 5.747143),SUROESTE,8,2014,Suicidios,Poblacion total,8629,0
La Unión,05400,POINT (-75.361241 5.973832),ORIENTE,7,2014,Suicidios,Poblacion total,20405,1
Liborina,05411,POINT (-75.811313 6.67786),OCCIDENTE,6,2014,Suicidios,Poblacion total,10106,0
Maceo,05425,POINT (-74.673429 6.530691),MAGDALENA MEDIO,3,2014,Suicidios,Poblacion total,8326,3
Marinilla,05440,POINT (-75.334772 6.173718),ORIENTE,7,2014,Suicidios,Poblacion total,60268,4
Medellín,05001,POINT (-75.564739 6.253104),VALLE DE ABURRA,1,2014,Suicidios,Poblacion total,2293601,114
Montebello,05467,POINT (-75.524621 5.945694),SUROESTE,8,2014,Suicidios,Poblacion total,6981,0
Murindó,05475,POINT (-76.82131 6.981328),URABA,9,2014,Suicidios,Poblacion total,4480,0
Mutatá,05480,POINT (-76.436928 7.245319),URABA,9,2014,Suicidios,Poblacion total,13385,0
Nariño,05483,POINT (-75.176323 5.609727),ORIENTE,7,2014,Suicidios,Poblacion total,10820,3
Nechí,05495,POINT (-74.775013 8.095003),BAJO CAUCA,2,2014,Suicidios,Poblacion total,23822,0
Necoclí,05490,POINT (-76.786829 8.424299),URABA,9,2014,Suicidios,Poblacion total,40069,2
Olaya,05501,POINT (-75.81238 6.628142),OCCIDENTE,6,2014,Suicidios,Poblacion total,3092,0
Peque,05543,POINT (-75.908927 7.021696),OCCIDENTE,6,2014,Suicidios,Poblacion total,7937,0
Pueblorrico,05576,POINT (-75.841914 5.790844),SUROESTE,8,2014,Suicidios,Poblacion total,8724,0
Puerto Berrío,05579,POINT (-74.402022 6.490753),MAGDALENA MEDIO,3,2014,Suicidios,Poblacion total,37588,0
Puerto Nare,05585,POINT (-74.581675 6.187952),MAGDALENA MEDIO,3,2014,Suicidios,Poblacion total,14501,1
Puerto Triunfo,05591,POINT (-74.640079 5.87335),MAGDALENA MEDIO,3,2014,Suicidios,Poblacion total,16684,2
Remedios,05604,POINT (-74.69368 7.02808),NORDESTE,4,2014,Suicidios,Poblacion total,26918,3
Rionegro,05615,POINT (-75.373872 6.153548),ORIENTE,7,2014,Suicidios,Poblacion total,125195,13
Sabanalarga,05628,POINT (-75.818245 6.850482),OCCIDENTE,6,2014,Suicidios,Poblacion total,8801,0
Sabaneta,05631,POINT (-75.615491 6.15156),VALLE DE ABURRA,1,2014,Suicidios,Poblacion total,74314,3
Salgar,05642,POINT (-75.979184 5.963438),SUROESTE,8,2014,Suicidios,Poblacion total,18593,0
San Andrés de Cuerquia,05647,POINT (-75.67649 6.914739),NORTE,5,2014,Suicidios,Poblacion total,7319,0
San Carlos,05649,POINT (-74.992086 6.188726),ORIENTE,7,2014,Suicidios,Poblacion total,17394,0
San Francisco,05652,POINT (-75.102069 5.964854),ORIENTE,7,2014,Suicidios,Poblacion total,5698,0
San Jerónimo,05656,POINT (-75.72792 6.442677),OCCIDENTE,6,2014,Suicidios,Poblacion total,14698,3
San José de La Montaña,05658,POINT (-75.683472 6.848958),NORTE,5,2014,Suicidios,Poblacion total,3535,1
San Juan de Urabá,05659,POINT (-76.524538 8.766496),URABA,9,2014,Suicidios,Poblacion total,18767,1
San Luis,05660,POINT (-74.994436 6.042772),ORIENTE,7,2014,Suicidios,Poblacion total,13064,1
San Pedro de Los Milagros,05664,POINT (-75.555959 6.461815),NORTE,5,2014,Suicidios,Poblacion total,20784,4
San Pedro de Urabá,05665,POINT (-76.382921 8.277916),URABA,9,2014,Suicidios,Poblacion total,29525,1
San Rafael,05667,POINT (-75.028257 6.295426),ORIENTE,7,2014,Suicidios,Poblacion total,15881,2
San Roque,05670,POINT (-75.019485 6.485044),NORDESTE,4,2014,Suicidios,Poblacion total,21105,2
San Vicente,05674,POINT (-75.331782 6.282678),ORIENTE,7,2014,Suicidios,Poblacion total,21758,1
Santa Bárbara,05679,POINT (-75.568167 5.874215),SUROESTE,8,2014,Suicidios,Poblacion total,26893,1
Santa Fe de Antioquia,05042,POINT (-75.827742 6.556455),OCCIDENTE,6,2014,Suicidios,Poblacion total,25075,0
Santa Rosa de Osos,05686,POINT (-75.460696 6.648965),NORTE,5,2014,Suicidios,Poblacion total,34488,0
Santo Domingo,05690,POINT (-75.164398 6.471292),NORDESTE,4,2014,Suicidios,Poblacion total,12751,1
Segovia,05736,POINT (-75.164407 6.471289),NORDESTE,4,2014,Suicidios,Poblacion total,35659,1
Sonsón,05756,POINT (-75.31098 5.709254),ORIENTE,7,2014,Suicidios,Poblacion total,36474,2
Sopetrán,05761,POINT (-75.742487 6.500955),OCCIDENTE,6,2014,Suicidios,Poblacion total,14688,1
Támesis,05789,POINT (-75.712508 5.662788),SUROESTE,8,2014,Suicidios,Poblacion total,16758,1
Tarazá,05790,POINT (-75.39983 7.58049),BAJO CAUCA,2,2014,Suicidios,Poblacion total,25191,12
Tarso,05792,POINT (-75.82213 5.865469),SUROESTE,8,2014,Suicidios,Poblacion total,6256,0
Titiribí,05809,POINT (-75.793717 6.063419),SUROESTE,8,2014,Suicidios,Poblacion total,11141,3
Toledo,05819,POINT (-75.691555 7.01096),NORTE,5,2014,Suicidios,Poblacion total,5113,0
Turbo,05837,POINT (-76.728476 8.095151),URABA,9,2014,Suicidios,Poblacion total,117026,3
Uramita,05842,POINT (-76.266639 7.001396),OCCIDENTE,6,2014,Suicidios,Poblacion total,7084,0
Urrao,05847,POINT (-76.134557 6.317018),SUROESTE,8,2014,Suicidios,Poblacion total,29450,5
Valdivia,05854,POINT (-75.391627 7.292119),NORTE,5,2014,Suicidios,Poblacion total,13651,1
Valparaíso,05856,POINT (-75.62448 5.616356),SUROESTE,8,2014,Suicidios,Poblacion total,6929,0
Vegachí,05858,POINT (-74.798745 6.77151),NORDESTE,4,2014,Suicidios,Poblacion total,11820,0
Venecia,05861,POINT (-75.733897 5.963555),SUROESTE,8,2014,Suicidios,Poblacion total,11690,1
Vigía del Fuerte,05873,POINT (-76.896085 6.589081),URABA,9,2014,Suicidios,Poblacion total,8748,0
Yalí,05885,POINT (-74.842107 6.675328),NORDESTE,4,2014,Suicidios,Poblacion total,7589,0
Yarumal,05887,POINT (-75.416733 6.963321),NORTE,5,2014,Suicidios,Poblacion total,40217,3
Yolombó,05890,POINT (-75.01183 6.59926),NORDESTE,4,2014,Suicidios,Poblacion total,22190,0
Yondó,05893,POINT (-73.909599 7.007398),MAGDALENA MEDIO,3,2014,Suicidios,Poblacion total,17496,1
Zaragoza,05895,POINT (-74.868261 7.492548),BAJO CAUCA,2,2014,Suicidios,Poblacion total,24086,2
Abejorral,05002,POINT (-75.427045 5.79145),ORIENTE,7,2015,Suicidios,Poblacion total,20718,2
Abriaquí,05004,POINT (-76.064563 6.63197),OCCIDENTE,6,2015,Suicidios,Poblacion total,2630,0
Alejandría,05021,POINT (-75.141258 6.376923),ORIENTE,7,2015,Suicidios,Poblacion total,4680,0
Amagá,05030,POINT (-75.703216 6.04063),SUROESTE,8,2015,Suicidios,Poblacion total,29136,3
Amalfi,05031,POINT (-75.075028 6.907385),NORDESTE,4,2015,Suicidios,Poblacion total,24951,2
Andes,05034,POINT (-75.877699 5.655629),SUROESTE,8,2015,Suicidios,Poblacion total,42505,5
Angelópolis,05036,POINT (-75.710262 6.111531),SUROESTE,8,2015,Suicidios,Poblacion total,5796,0
Angostura,05038,POINT (-75.334973 6.885789),NORTE,5,2015,Suicidios,Poblacion total,11538,0
Anorí,05040,POINT (-75.145827 7.073577),NORDESTE,4,2015,Suicidios,Poblacion total,17534,0
Anzá,05044,POINT (-75.854027 6.303405),OCCIDENTE,6,2015,Suicidios,Poblacion total,6976,0
Apartadó,05045,POINT (-76.630692 7.887047),URABA,9,2015,Suicidios,Poblacion total,113243,8
Arboletes,05051,POINT (-76.427353 8.852936),URABA,9,2015,Suicidios,Poblacion total,28917,0
Argelia,05055,POINT (-75.142821 5.731236),ORIENTE,7,2015,Suicidios,Poblacion total,8098,1
Armenia,05059,POINT (-75.787666 6.156497),OCCIDENTE,6,2015,Suicidios,Poblacion total,5282,0
Barbosa,05079,POINT (-75.331286 6.437248),VALLE DE ABURRA,1,2015,Suicidios,Poblacion total,49550,2
Bello,05088,POINT (-75.558281 6.334985),VALLE DE ABURRA,1,2015,Suicidios,Poblacion total,490014,22
Belmira,05086,POINT (-75.667252 6.606713),NORTE,5,2015,Suicidios,Poblacion total,5946,1
Betania,05091,POINT (-75.976261 5.745292),SUROESTE,8,2015,Suicidios,Poblacion total,10549,0
Betulia,05093,POINT (-75.984594 6.113454),SUROESTE,8,2015,Suicidios,Poblacion total,15427,4
Briceño,05107,POINT (-75.551532 7.110465),NORTE,5,2015,Suicidios,Poblacion total,8088,0
Buriticá,05113,POINT (-75.907102 6.719872),OCCIDENTE,6,2015,Suicidios,Poblacion total,9102,0
Cáceres,05120,POINT (-75.347874 7.582281),BAJO CAUCA,2,2015,Suicidios,Poblacion total,27811,1
Caicedo,05125,POINT (-75.982545 6.406072),OCCIDENTE,6,2015,Suicidios,Poblacion total,8168,1
Caldas,05129,POINT (-75.635534 6.09199),VALLE DE ABURRA,1,2015,Suicidios,Poblacion total,75622,4
Campamento,05134,POINT (-75.29634 6.979113),NORTE,5,2015,Suicidios,Poblacion total,9273,0
Cañasgordas,05138,POINT (-76.025603 6.749957),OCCIDENTE,6,2015,Suicidios,Poblacion total,15744,1
Caracolí,05142,POINT (-74.756712 6.410876),MAGDALENA MEDIO,3,2015,Suicidios,Poblacion total,4763,1
Caramanta,05145,POINT (-75.644483 5.548681),SUROESTE,8,2015,Suicidios,Poblacion total,5012,1
Carepa,05147,POINT (-76.655568 7.755937),URABA,9,2015,Suicidios,Poblacion total,44404,3
Carolina,05150,POINT (-75.281494 6.723626),NORTE,5,2015,Suicidios,Poblacion total,3932,0
Caucasia,05154,POINT (-75.197397 7.989436),BAJO CAUCA,2,2015,Suicidios,Poblacion total,84926,4
Chigorodó,05172,POINT (-76.685044 7.672652),URABA,9,2015,Suicidios,Poblacion total,53865,1
Cisneros,05190,POINT (-75.087684 6.538526),NORDESTE,4,2015,Suicidios,Poblacion total,9587,0
Ciudad Bolívar,05101,POINT (-76.020994 5.850015),SUROESTE,8,2015,Suicidios,Poblacion total,26073,3
Cocorná,05197,POINT (-75.185273 6.057769),ORIENTE,7,2015,Suicidios,Poblacion total,16146,0
Concepción,05206,POINT (-75.259425 6.394975),ORIENTE,7,2015,Suicidios,Poblacion total,4877,0
Concordia,05209,POINT (-75.907256 6.046154),SUROESTE,8,2015,Suicidios,Poblacion total,21129,1
Copacabana,05212,POINT (-75.508181 6.346097),VALLE DE ABURRA,1,2015,Suicidios,Poblacion total,73796,1
Dabeiba,05234,POINT (-76.266682 7.001567),OCCIDENTE,6,2015,Suicidios,Poblacion total,22593,3
Donmatías,05237,POINT (-75.394608 6.486305),NORTE,5,2015,Suicidios,Poblacion total,18084,2
Ebéjico,05240,POINT (-75.768514 6.326468),OCCIDENTE,6,2015,Suicidios,Poblacion total,12308,0
El Bagre,05250,POINT (-74.812977 7.60005),BAJO CAUCA,2,2015,Suicidios,Poblacion total,48493,3
El Carmen de Viboral,05148,POINT (-75.335351 6.083283),ORIENTE,7,2015,Suicidios,Poblacion total,56346,2
El Peñol,05541,POINT (-75.161743 6.234274),ORIENTE,7,2015,Suicidios,Poblacion total,20119,2
El Retiro,05607,POINT (-75.502683 6.057336),ORIENTE,7,2015,Suicidios,Poblacion total,22178,2
El Santuario,05697,POINT (-75.265676 6.139528),ORIENTE,7,2015,Suicidios,Poblacion total,33985,4
Entrerríos,05264,POINT (-75.517037 6.567385),NORTE,5,2015,Suicidios,Poblacion total,10594,0
Envigado,05266,POINT (-75.587333 6.16996),VALLE DE ABURRA,1,2015,Suicidios,Poblacion total,214539,17
Fredonia,05282,POINT (-75.671749 5.927145),SUROESTE,8,2015,Suicidios,Poblacion total,24059,2
Frontino,05284,POINT (-76.128568 6.77975),OCCIDENTE,6,2015,Suicidios,Poblacion total,20944,1
Giraldo,05306,POINT (-75.953365 6.680421),OCCIDENTE,6,2015,Suicidios,Poblacion total,5349,0
Girardota,05308,POINT (-75.446101 6.377536),VALLE DE ABURRA,1,2015,Suicidios,Poblacion total,48759,1
Gómez Plata,05310,POINT (-75.219375 6.681523),NORTE,5,2015,Suicidios,Poblacion total,9693,3
Granada,05313,POINT (-75.18443 6.14432),ORIENTE,7,2015,Suicidios,Poblacion total,10947,0
Guadalupe,05315,POINT (-75.240458 6.814987),NORTE,5,2015,Suicidios,Poblacion total,6494,0
Guarne,05318,POINT (-75.442619 6.279958),ORIENTE,7,2015,Suicidios,Poblacion total,51910,1
Guatapé,05321,POINT (-75.161723 6.234276),ORIENTE,7,2015,Suicidios,Poblacion total,7926,1
Heliconia,05347,POINT (-75.733349 6.207128),OCCIDENTE,6,2015,Suicidios,Poblacion total,5610,0
Hispania,05353,POINT (-75.907416 5.799621),SUROESTE,8,2015,Suicidios,Poblacion total,5387,0
Itagüí,05360,POINT (-75.609585 6.172619),VALLE DE ABURRA,1,2015,Suicidios,Poblacion total,261957,15
Ituango,05361,POINT (-75.764081 7.172568),NORTE,5,2015,Suicidios,Poblacion total,26529,1
Jardín,05364,POINT (-75.819483 5.599097),SUROESTE,8,2015,Suicidios,Poblacion total,14287,1
Jericó,05368,POINT (-75.786118 5.791557),SUROESTE,8,2015,Suicidios,Poblacion total,13683,0
La Ceja,05376,POINT (-75.431681 6.030682),ORIENTE,7,2015,Suicidios,Poblacion total,61050,6
La Estrella,05380,POINT (-75.643382 6.157644),VALLE DE ABURRA,1,2015,Suicidios,Poblacion total,67208,4
La Pintada,05390,POINT (-75.606525 5.747143),SUROESTE,8,2015,Suicidios,Poblacion total,8468,3
La Unión,05400,POINT (-75.361241 5.973832),ORIENTE,7,2015,Suicidios,Poblacion total,20572,1
Liborina,05411,POINT (-75.811313 6.67786),OCCIDENTE,6,2015,Suicidios,Poblacion total,10093,0
Maceo,05425,POINT (-74.673429 6.530691),MAGDALENA MEDIO,3,2015,Suicidios,Poblacion total,8317,0
Marinilla,05440,POINT (-75.334772 6.173718),ORIENTE,7,2015,Suicidios,Poblacion total,61201,2
Medellín,05001,POINT (-75.564739 6.253104),VALLE DE ABURRA,1,2015,Suicidios,Poblacion total,2320791,157
Montebello,05467,POINT (-75.524621 5.945694),SUROESTE,8,2015,Suicidios,Poblacion total,6897,1
Murindó,05475,POINT (-76.82131 6.981328),URABA,9,2015,Suicidios,Poblacion total,4589,0
Mutatá,05480,POINT (-76.436928 7.245319),URABA,9,2015,Suicidios,Poblacion total,13512,0
Nariño,05483,POINT (-75.176323 5.609727),ORIENTE,7,2015,Suicidios,Poblacion total,10650,0
Nechí,05495,POINT (-74.775013 8.095003),BAJO CAUCA,2,2015,Suicidios,Poblacion total,24258,1
Necoclí,05490,POINT (-76.786829 8.424299),URABA,9,2015,Suicidios,Poblacion total,40508,1
Olaya,05501,POINT (-75.81238 6.628142),OCCIDENTE,6,2015,Suicidios,Poblacion total,3093,0
Peque,05543,POINT (-75.908927 7.021696),OCCIDENTE,6,2015,Suicidios,Poblacion total,7976,0
Pueblorrico,05576,POINT (-75.841914 5.790844),SUROESTE,8,2015,Suicidios,Poblacion total,8741,1
Puerto Berrío,05579,POINT (-74.402022 6.490753),MAGDALENA MEDIO,3,2015,Suicidios,Poblacion total,37917,1
Puerto Nare,05585,POINT (-74.581675 6.187952),MAGDALENA MEDIO,3,2015,Suicidios,Poblacion total,14474,2
Puerto Triunfo,05591,POINT (-74.640079 5.87335),MAGDALENA MEDIO,3,2015,Suicidios,Poblacion total,17005,1
Remedios,05604,POINT (-74.69368 7.02808),NORDESTE,4,2015,Suicidios,Poblacion total,27214,3
Rionegro,05615,POINT (-75.373872 6.153548),ORIENTE,7,2015,Suicidios,Poblacion total,127391,10
Sabanalarga,05628,POINT (-75.818245 6.850482),OCCIDENTE,6,2015,Suicidios,Poblacion total,8837,1
Sabaneta,05631,POINT (-75.615491 6.15156),VALLE DE ABURRA,1,2015,Suicidios,Poblacion total,76089,4
Salgar,05642,POINT (-75.979184 5.963438),SUROESTE,8,2015,Suicidios,Poblacion total,18427,2
San Andrés de Cuerquia,05647,POINT (-75.67649 6.914739),NORTE,5,2015,Suicidios,Poblacion total,7280,0
San Carlos,05649,POINT (-74.992086 6.188726),ORIENTE,7,2015,Suicidios,Poblacion total,17016,0
San Francisco,05652,POINT (-75.102069 5.964854),ORIENTE,7,2015,Suicidios,Poblacion total,5672,0
San Jerónimo,05656,POINT (-75.72792 6.442677),OCCIDENTE,6,2015,Suicidios,Poblacion total,14800,1
San José de La Montaña,05658,POINT (-75.683472 6.848958),NORTE,5,2015,Suicidios,Poblacion total,3591,0
San Juan de Urabá,05659,POINT (-76.524538 8.766496),URABA,9,2015,Suicidios,Poblacion total,19025,1
San Luis,05660,POINT (-74.994436 6.042772),ORIENTE,7,2015,Suicidios,Poblacion total,13022,0
San Pedro de Los Milagros,05664,POINT (-75.555959 6.461815),NORTE,5,2015,Suicidios,Poblacion total,20970,3
San Pedro de Urabá,05665,POINT (-76.382921 8.277916),URABA,9,2015,Suicidios,Poblacion total,29792,2
San Rafael,05667,POINT (-75.028257 6.295426),ORIENTE,7,2015,Suicidios,Poblacion total,15756,0
San Roque,05670,POINT (-75.019485 6.485044),NORDESTE,4,2015,Suicidios,Poblacion total,21171,3
San Vicente,05674,POINT (-75.331782 6.282678),ORIENTE,7,2015,Suicidios,Poblacion total,21800,0
Santa Bárbara,05679,POINT (-75.568167 5.874215),SUROESTE,8,2015,Suicidios,Poblacion total,26771,2
Santa Fe de Antioquia,05042,POINT (-75.827742 6.556455),OCCIDENTE,6,2015,Suicidios,Poblacion total,25252,1
Santa Rosa de Osos,05686,POINT (-75.460696 6.648965),NORTE,5,2015,Suicidios,Poblacion total,34887,2
Santo Domingo,05690,POINT (-75.164398 6.471292),NORDESTE,4,2015,Suicidios,Poblacion total,12604,0
Segovia,05736,POINT (-75.164407 6.471289),NORDESTE,4,2015,Suicidios,Poblacion total,36088,2
Sonsón,05756,POINT (-75.31098 5.709254),ORIENTE,7,2015,Suicidios,Poblacion total,36363,4
Sopetrán,05761,POINT (-75.742487 6.500955),OCCIDENTE,6,2015,Suicidios,Poblacion total,14773,0
Támesis,05789,POINT (-75.712508 5.662788),SUROESTE,8,2015,Suicidios,Poblacion total,16564,0
Tarazá,05790,POINT (-75.39983 7.58049),BAJO CAUCA,2,2015,Suicidios,Poblacion total,25566,4
Tarso,05792,POINT (-75.82213 5.865469),SUROESTE,8,2015,Suicidios,Poblacion total,6210,1
Titiribí,05809,POINT (-75.793717 6.063419),SUROESTE,8,2015,Suicidios,Poblacion total,11013,1
Toledo,05819,POINT (-75.691555 7.01096),NORTE,5,2015,Suicidios,Poblacion total,5085,0
Turbo,05837,POINT (-76.728476 8.095151),URABA,9,2015,Suicidios,Poblacion total,118571,5
Uramita,05842,POINT (-76.266639 7.001396),OCCIDENTE,6,2015,Suicidios,Poblacion total,7050,1
Urrao,05847,POINT (-76.134557 6.317018),SUROESTE,8,2015,Suicidios,Poblacion total,29540,1
Valdivia,05854,POINT (-75.391627 7.292119),NORTE,5,2015,Suicidios,Poblacion total,13698,0
Valparaíso,05856,POINT (-75.62448 5.616356),SUROESTE,8,2015,Suicidios,Poblacion total,6821,0
Vegachí,05858,POINT (-74.798745 6.77151),NORDESTE,4,2015,Suicidios,Poblacion total,11750,1
Venecia,05861,POINT (-75.733897 5.963555),SUROESTE,8,2015,Suicidios,Poblacion total,11626,0
Vigía del Fuerte,05873,POINT (-76.896085 6.589081),URABA,9,2015,Suicidios,Poblacion total,8776,0
Yalí,05885,POINT (-74.842107 6.675328),NORDESTE,4,2015,Suicidios,Poblacion total,7606,0
Yarumal,05887,POINT (-75.416733 6.963321),NORTE,5,2015,Suicidios,Poblacion total,40418,3
Yolombó,05890,POINT (-75.01183 6.59926),NORDESTE,4,2015,Suicidios,Poblacion total,22209,0
Yondó,05893,POINT (-73.909599 7.007398),MAGDALENA MEDIO,3,2015,Suicidios,Poblacion total,17813,0
Zaragoza,05895,POINT (-74.868261 7.492548),BAJO CAUCA,2,2015,Suicidios,Poblacion total,24145,2
Abejorral,05002,POINT (-75.427045 5.79145),ORIENTE,7,2016,Suicidios,Poblacion total,20534,2
Abriaquí,05004,POINT (-76.064563 6.63197),OCCIDENTE,6,2016,Suicidios,Poblacion total,2629,0
Alejandría,05021,POINT (-75.141258 6.376923),ORIENTE,7,2016,Suicidios,Poblacion total,4620,0
Amagá,05030,POINT (-75.703216 6.04063),SUROESTE,8,2016,Suicidios,Poblacion total,29394,3
Amalfi,05031,POINT (-75.075028 6.907385),NORDESTE,4,2016,Suicidios,Poblacion total,25194,0
Andes,05034,POINT (-75.877699 5.655629),SUROESTE,8,2016,Suicidios,Poblacion total,42683,4
Angelópolis,05036,POINT (-75.710262 6.111531),SUROESTE,8,2016,Suicidios,Poblacion total,5781,0
Angostura,05038,POINT (-75.334973 6.885789),NORTE,5,2016,Suicidios,Poblacion total,11486,1
Anorí,05040,POINT (-75.145827 7.073577),NORDESTE,4,2016,Suicidios,Poblacion total,17723,0
Anzá,05044,POINT (-75.854027 6.303405),OCCIDENTE,6,2016,Suicidios,Poblacion total,6961,0
Apartadó,05045,POINT (-76.630692 7.887047),URABA,9,2016,Suicidios,Poblacion total,115555,7
Arboletes,05051,POINT (-76.427353 8.852936),URABA,9,2016,Suicidios,Poblacion total,28981,2
Argelia,05055,POINT (-75.142821 5.731236),ORIENTE,7,2016,Suicidios,Poblacion total,7929,0
Armenia,05059,POINT (-75.787666 6.156497),OCCIDENTE,6,2016,Suicidios,Poblacion total,5212,0
Barbosa,05079,POINT (-75.331286 6.437248),VALLE DE ABURRA,1,2016,Suicidios,Poblacion total,50281,4
Bello,05088,POINT (-75.558281 6.334985),VALLE DE ABURRA,1,2016,Suicidios,Poblacion total,499621,26
Belmira,05086,POINT (-75.667252 6.606713),NORTE,5,2016,Suicidios,Poblacion total,5938,0
Betania,05091,POINT (-75.976261 5.745292),SUROESTE,8,2016,Suicidios,Poblacion total,10484,2
Betulia,05093,POINT (-75.984594 6.113454),SUROESTE,8,2016,Suicidios,Poblacion total,15445,1
Briceño,05107,POINT (-75.551532 7.110465),NORTE,5,2016,Suicidios,Poblacion total,8075,1
