NombreMunicipio,CodigoMunicipio,Ubicación,NombreRegion,CodigoRegion,Anio,CausaMortalidad,TipoPoblacionObjetivo,NumeroPoblacionObjetivo,NumeroCasos
Liborina,05411,POINT (-75.811313 6.67786),OCCIDENTE,6,2012,Suicidios,Poblacion total,10166,0
Maceo,05425,POINT (-74.673429 6.530691),MAGDALENA MEDIO,3,2012,Suicidios,Poblacion total,8396,0
Marinilla,05440,POINT (-75.334772 6.173718),ORIENTE,7,2012,Suicidios,Poblacion total,58528,2
Medellín,05001,POINT (-75.564739 6.253104),VALLE DE ABURRA,1,2012,Suicidios,Poblacion total,2240690,131
Montebello,05467,POINT (-75.524621 5.945694),SUROESTE,8,2012,Suicidios,Poblacion total,7150,1
Murindó,05475,POINT (-76.82131 6.981328),URABA,9,2012,Suicidios,Poblacion total,4293,0
Mutatá,05480,POINT (-76.436928 7.245319),URABA,9,2012,Suicidios,Poblacion total,13090,0
Nariño,05483,POINT (-75.176323 5.609727),ORIENTE,7,2012,Suicidios,Poblacion total,11227,2
Nechí,05495,POINT (-74.775013 8.095003),BAJO CAUCA,2,2012,Suicidios,Poblacion total,23070,0
Necoclí,05490,POINT (-76.786829 8.424299),URABA,9,2012,Suicidios,Poblacion total,39305,2
Olaya,05501,POINT (-75.81238 6.628142),OCCIDENTE,6,2012,Suicidios,Poblacion total,3097,1
Peque,05543,POINT (-75.908927 7.021696),OCCIDENTE,6,2012,Suicidios,Poblacion total,7941,0
Pueblorrico,05576,POINT (-75.841914 5.790844),SUROESTE,8,2012,Suicidios,Poblacion total,8749,0
Puerto Berrío,05579,POINT (-74.402022 6.490753),MAGDALENA MEDIO,3,2012,Suicidios,Poblacion total,36977,4
Puerto Nare,05585,POINT (-74.581675 6.187952),MAGDALENA MEDIO,3,2012,Suicidios,Poblacion total,14640,0
Puerto Triunfo,05591,POINT (-74.640079 5.87335),MAGDALENA MEDIO,3,2012,Suicidios,Poblacion total,16134,3
Remedios,05604,POINT (-74.69368 7.02808),NORDESTE,4,2012,Suicidios,Poblacion total,26549,3
Rionegro,05615,POINT (-75.373872 6.153548),ORIENTE,7,2012,Suicidios,Poblacion total,120936,8
Sabanalarga,05628,POINT (-75.818245 6.850482),OCCIDENTE,6,2012,Suicidios,Poblacion total,8748,1
Sabaneta,05631,POINT (-75.615491 6.15156),VALLE DE ABURRA,1,2012,Suicidios,Poblacion total,70783,3
Salgar,05642,POINT (-75.979184 5.963438),SUROESTE,8,2012,Suicidios,Poblacion total,18822,3
San Andrés de Cuerquia,05647,POINT (-75.67649 6.914739),NORTE,5,2012,Suicidios,Poblacion total,7385,0
San Carlos,05649,POINT (-74.992086 6.188726),ORIENTE,7,2012,Suicidios,Poblacion total,18031,0
San Francisco,05652,POINT (-75.102069 5.964854),ORIENTE,7,2012,Suicidios,Poblacion total,5775,2
San Jerónimo,05656,POINT (-75.72792 6.442677),OCCIDENTE,6,2012,Suicidios,Poblacion total,14427,0
San José de La Montaña,05658,POINT (-75.683472 6.848958),NORTE,5,2012,Suicidios,Poblacion total,3447,0
San Juan de Urabá,05659,POINT (-76.524538 8.766496),URABA,9,2012,Suicidios,Poblacion total,18230,0
San Luis,05660,POINT (-74.994436 6.042772),ORIENTE,7,2012,Suicidios,Poblacion total,13165,0
San Pedro de Los Milagros,05664,POINT (-75.555959 6.461815),NORTE,5,2012,Suicidios,Poblacion total,20399,0
San Pedro de Urabá,05665,POINT (-76.382921 8.277916),URABA,9,2012,Suicidios,Poblacion total,29166,0
San Rafael,05667,POINT (-75.028257 6.295426),ORIENTE,7,2012,Suicidios,Poblacion total,16077,0
San Roque,05670,POINT (-75.019485 6.485044),NORDESTE,4,2012,Suicidios,Poblacion total,21052,1
San Vicente,05674,POINT (-75.331782 6.282678),ORIENTE,7,2012,Suicidios,Poblacion total,21764,4
Santa Bárbara,05679,POINT (-75.568167 5.874215),SUROESTE,8,2012,Suicidios,Poblacion total,27227,4
Santa Fe de Antioquia,05042,POINT (-75.827742 6.556455),OCCIDENTE,6,2012,Suicidios,Poblacion total,24698,3
Santa Rosa de Osos,05686,POINT (-75.460696 6.648965),NORTE,5,2012,Suicidios,Poblacion total,33874,4
Santo Domingo,05690,POINT (-75.164398 6.471292),NORDESTE,4,2012,Suicidios,Poblacion total,13010,0
Segovia,05736,POINT (-75.164407 6.471289),NORDESTE,4,2012,Suicidios,Poblacion total,34725,2
Sonsón,05756,POINT (-75.31098 5.709254),ORIENTE,7,2012,Suicidios,Poblacion total,36825,3
Sopetrán,05761,POINT (-75.742487 6.500955),OCCIDENTE,6,2012,Suicidios,Poblacion total,14576,0
Támesis,05789,POINT (-75.712508 5.662788),SUROESTE,8,2012,Suicidios,Poblacion total,17051,4
Tarazá,05790,POINT (-75.39983 7.58049),BAJO CAUCA,2,2012,Suicidios,Poblacion total,24570,2
Tarso,05792,POINT (-75.82213 5.865469),SUROESTE,8,2012,Suicidios,Poblacion total,6331,0
Titiribí,05809,POINT (-75.793717 6.063419),SUROESTE,8,2012,Suicidios,Poblacion total,11342,1
Toledo,05819,POINT (-75.691555 7.01096),NORTE,5,2012,Suicidios,Poblacion total,5199,1
Turbo,05837,POINT (-76.728476 8.095151),URABA,9,2012,Suicidios,Poblacion total,114076,8
Uramita,05842,POINT (-76.266639 7.001396),OCCIDENTE,6,2012,Suicidios,Poblacion total,7195,0
Urrao,05847,POINT (-76.134557 6.317018),SUROESTE,8,2012,Suicidios,Poblacion total,29365,1
Valdivia,05854,POINT (-75.391627 7.292119),NORTE,5,2012,Suicidios,Poblacion total,13642,3
Valparaíso,05856,POINT (-75.62448 5.616356),SUROESTE,8,2012,Suicidios,Poblacion total,7146,0
Vegachí,05858,POINT (-74.798745 6.77151),NORDESTE,4,2012,Suicidios,Poblacion total,11895,0
Venecia,05861,POINT (-75.733897 5.963555),SUROESTE,8,2012,Suicidios,Poblacion total,11837,1
Vigía del Fuerte,05873,POINT (-76.896085 6.589081),URABA,9,2012,Suicidios,Poblacion total,8569,0
Yalí,05885,POINT (-74.842107 6.675328),NORDESTE,4,2012,Suicidios,Poblacion total,7595,1
Yarumal,05887,POINT (-75.416733 6.963321),NORTE,5,2012,Suicidios,Poblacion total,39868,2
Yolombó,05890,POINT (-75.01183 6.59926),NORDESTE,4,2012,Suicidios,Poblacion total,22219,1
Yondó,05893,POINT (-73.909599 7.007398),MAGDALENA MEDIO,3,2012,Suicidios,Poblacion total,16870,1
Zaragoza,05895,POINT (-74.868261 7.492548),BAJO CAUCA,2,2012,Suicidios,Poblacion total,24032,1
Abejorral,05002,POINT (-75.427045 5.79145),ORIENTE,7,2013,Suicidios,Poblacion total,21166,1
Abriaquí,05004,POINT (-76.064563 6.63197),OCCIDENTE,6,2013,Suicidios,Poblacion total,2692,0
Alejandría,05021,POINT (-75.141258 6.376923),ORIENTE,7,2013,Suicidios,Poblacion total,4672,0
Amagá,05030,POINT (-75.703216 6.04063),SUROESTE,8,2013,Suicidios,Poblacion total,28780,3
Amalfi,05031,POINT (-75.075028 6.907385),NORDESTE,4,2013,Suicidios,Poblacion total,24548,2
Andes,05034,POINT (-75.877699 5.655629),SUROESTE,8,2013,Suicidios,Poblacion total,42284,4
